title,content
더운 여름날 청량함을 안겨다준 공연!,"작년에도 롯데콘서트홀에 디즈니ost 콘서트 관람하러 왔는데이렇게 올해 여름도 오게 되었네요 :)너무나 좋아하는 디즈니, 픽사 ost로 귀를 정화할 수 있어서참으로 행복했던 토요일이었어요! 뭔가 저녁보다 이렇게 오후에 하니까공연의 여운이 하루종일 더 많이 남는 느낌이었어요 ㅎㅎ명불허전 최영선 지휘자님과 밀레니엄심포니오케스트라..!!! 마지막 앵콜까지 정말 끝내줬어요 :-)"
감동 그자체입니다,소름돋고 감격에 겨운 공연이었습니다
최고,"오케스트라 연주.. 드디어 오늘은 눈과 귀가 최고로 호강하는 날이 될 것이다. 이 순간만을 어찌나 기다렸던가! 오늘 나오는 음악들은 이미 섭렵해둔 지 오래.. 이제 즐기기만 하면 된다! 피노키오, 미녀와 야수, 주토피아, 인어공주, 모아나, 겨울왕국, 니모를 찾아서, 토이스토리, 라이온킹, 나니아 연대기, 인크레더블, 엘리멘탈, 헤라클래스, 코코, 알라딘, 아바타 등등 주옥같은 음악들의 향연이 펼쳐져 너무나 황홀한 나머지 정신이 혼미해지는 기분이었다. 오늘 낮에 32도까지 치솟는 무더위를 보면서 짜증을 냈던 것이 꿈처럼 느껴질 정도였다. 여기는 별세상이구나! ㅎㅎ 한여름밤의 꿈처럼.. 마음을 움직이는 감동의 물결이 일렁거렸다. 문구 그대로 여름의 무더위를 한 방에 날려버릴 절호의 기회가 맞았다! 각각의 악기들이 어우러져 이렇게나 아름다운 소리들을 내다니.. 그리고 최영선 지휘자님도 참 멋지셨다. 

거의 2시간에 걸친 공연이었는데 아이는 전혀 지루해하지 않고, 인터미션 때도 그 자리에 앉아 여운을 느낄 정도로 감동에 젖어 있었다. 여름방학이라 많이 심심해하던 차에 참으로 멋진 추억을 선물해 준 것 같아 뿌듯했다!"
두 거장의 음악은 감동이었다,각기 다른 존윌리엄스와 한스짐머의 음악들을 오케스트라 연주로 웅장하게 또는 화려하게 느낄 수 있는 감동적인 공연이었어요 지휘자님과 밀레니엄심포니오케스트라의 열정과 훌륭한 연주에 다시 보고 싶은 공연입니다
무더운 여름이지만 행복했던 시간...최고였어요!,"셋리스트에 있는 모든 곡들의 영화는 내가 좋아한 영화들이며, 영화음악이었기에 음악이 연주되는 동안 영화 장면들이 생생하게 떠올라 정말 감동적이었다. 영화음악은 영화의 장면과 감동을 극대화시켜주는데 존 윌리엄스와 한스 짐머의 음악은 오케스트라 사운드를 기반으로 하기에 더 큰 감동과 여운을 준다. 두 거장의 음악을 오케스트라와 기타, 드럼 등 세션들의 연주로 한 자리에서 들을 수있다니 무척 기대되었고 공연은 기대이상이었다.

최영선 지휘자의 중간 중간 곡에 대한 해설과 염두하며 감상해야 할 점, 객석의 배틀 진행으로 인해 감상하는 재미가 배가 되었다. 

이번 콘서트의 재미는 최영선 지휘자의 역동적이고 열정적으로 지휘하는 모습과 각각의 악기가 내는 소리를 파트별로 들을 수 있었다는 점, 특히 다양한 금관악기의 연주로 듣는 재미와 보는 재미까지 있어 즐겁고 행복한 감상 시간이었다.

웅장하고 화려한 곡도 좋았지만 '쉰들러 리스트'의 바이올린 독주는 강한 울림과 감동을 주는 연주였다. 멋진 연주로 행복한 시간을 채워준 밀레니엄오케스트라와 최영선 지휘자에게 박수를 보낸다."
즐거운 경험이었습니다.,"공연 내내 즐겁게 들었습니다.
감사합니다."
너무 감동이었어요,"너무너무 좋은 공연이었어요! 
근데 앵콜 없는 공연은 처음이라 너무 아쉬웠어요 ㅠㅠ"
음...,.........
지브리 영화음악 콘서트,"상상했던 것 보다 더 웅장하고 아름다운 소리로 꽉찬 콘서트였습니다. 중학생 아이와 함께 했는데 엄마로써 아이에게 힐링의 시간을 선물해 준 것 같아 마음이 너무 뿌듯하였습니다. 
아이가 집중해서 감동해 하는 행동 하나하나에 다음 공연도 기대되더라구요."
지브리음악회,"2시간 내내  행복했어요 
바이올린 독주하시는 분~~누구신가요?
완전 소름입니다~~
피아노선율도 감미롭고 ~~오랜만에 우리부부 행복한 시간이었습니다  
지휘자님 ~~포스~~그리고 웃끼심~ㅋ"
